Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,Unnamed: 28
Take Care,Take Care (Deluxe),Drake,15/11/2011,USCM51100547,"3,431","23,4",622498643,"110,679",26798475,70.0,454602464,2153347,"23,77",11732654,82945578,164634951,93.0,180,10.0,17.0,485892,24.0,499293917,876303,,5506262,1.0,
A Sky Full of Stars,A Sky Full of Stars,Coldplay,01/01/2014,GBAYE1400217,"3,421","23,4",1490987063,"203,27",92755562,81.0,395515510,2684342,"971,368",157727782,1583375110,8447636,12.0,167558,136.0,308.0,906029,39.0,,,,,0.0,
Smack That - Dirty,Smack That (feat. Eminem),Akon,01/01/2006,USUM70609036,"3,422","23,4",1023825031,"204,464",51055833,80.0,1251716030,8866662,,279003,1957205,397519323,37.0,28439,,24.0,316904,25.0,256334581,398868,,5885853,1.0,
Ramen & OJ,Ramen & OJ,Joyner Lucas,30/04/2021,QZES92173120,"3,423","23,4",260117606,"92,337",16647767,63.0,104323081,1049129,"10,1",1200633,12058693,192238093,18.0,1030,6.0,8.0,1413471,6.0,17681699,10893,,1320861,1.0,
Arhbo [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Arhbo (Music from the Fifa World Cup Qatar 2022 Official Soundtrack) [feat. FIFA Sound] - Single,Ozuna,19/08/2022,QZNMV2235460,"3,427","23,4",49549021,"10,601",3845428,33.0,119899690,1194687,1100000,183128923,3499011841,75508012,5.0,10656,,4.0,159369,3.0,118911,689,,1090933,0.0,
MEGAVERSE,ROCK-STAR,Stray Kids,10/11/2023,US5TA2300150,"3,426","23,4",71016852,"6,5",2233993,,68206031,1896395,,1691624,6003993,46394991,1.0,77,,1.0,21714,,556367,1174,510338,120216,0.0,
Come See Me,Come See Me - Single,Rod Wave,01/09/2023,USQX92305090,"3,428","23,4",28876525,"6,626",1303808,,22591925,"181,723","22,448",3568216,28824932,174302192,8.0,52,,8.0,245881,12.0,3335211,3246,9020887,102901,1.0,
Cool With You,NewJeans 2nd EP 'Get Up',NewJeans,21/07/2023,USA2P2330072,"3,425","23,4",165916276,"17,423",3301778,70.0,52705822,"887,461","43,015",13217486,92644726,9441934,6.0,4205,31.0,3.0,65546,30.0,570444,456,861470,139260,0.0,
Dark Matter,Dark Matter,Pearl Jam,13/02/2024,USUG12309749,"3,43","23,4",11776885,"2,274",7617471,,1925268,"46,321",,,,3129371,21.0,48334,45.0,12.0,112918,21.0,1653373,573,,154162,0.0,
Shameless,Shameless,Camila Cabello,05/09/2019,USSM11905431,"3,419","23,4",524463179,"59,7",20404459,76.0,297234963,4259163,"330,599",142205855,1255373850,95023763,35.0,3430,,16.0,139963,14.0,30216738,24668,6169230,4462173,0.0,
New Freezer (feat. Kendrick Lamar),New Freezer (feat. Kendrick Lamar),Rich The Kid,25/09/2017,USUM71708973,"3,424","23,4",317302250,"59,316",12635825,54.0,113727264,1143446,"169,932",44327209,286048019,4852424,63.0,7340,140.0,14.0,29601,6.0,87899940,48970,74265281,2007712,1.0,
GTA.mp3,GTA.mp3,Emilia,07/09/2023,USSD12300253,"3,429","23,4",103722826,"13,322",11067087,,55495034,"291,171","90,83",8610012,81845600,413657,16.0,7582,251.0,22.0,447202,17.0,152649,,,105207,0.0,
Dembow,Dembow,Danny Ocean,08/12/2017,USWL11700269,"3,441","23,3",579189526,"60,397",11805084,65.0,828853696,3086157,"84,45",21202350,158504854,199705679,34.0,5406,9.0,20.0,37649,12.0,6723858,7832,,1619550,0.0,
WAKE UP!,WAKE UP!,MoonDeity,05/08/2022,QM6N22283397,"3,435","23,3",152307497,"35,409",17925243,67.0,154243444,1898082,"20,6",13109944,120806447,21795577,10.0,,,2.0,83044,,612716,648,,1106286,1.0,
ECHOES: Cala Boca Menino,Echoes,Fire! Orchestra,14/04/2023,NOFGR2331100,"3,438","23,3","11,96",69,"4,543",2.0,234911523,"836,587",,,,,,7,,,,,,,,,0.0,
Dembow,Dembow,Danny Ocean,08/12/2017,USWL11700269,"3,441","23,3",579189526,"60,397",11805084,65.0,828853696,3086157,"84,45",21202350,158504854,199705679,34.0,5406,9.0,20.0,37649,12.0,6723858,7832,,1619550,0.0,
Down Bad,THE TORTURED POETS DEPARTMENT,Taylor Swift,18/04/2024,USUG12401049,"3,437","23,3",210385853,418,1952536,,,,,,,,69.0,7,,9.0,51872,,,,,,0.0,
Fast,Death Race For Love (Bonus Track Version),Juice WRLD,08/03/2019,USUG11900385,"3,45","23,3",392674468,"73,288",11414109,62.0,119252275,1233579,"157,773",6752332,39728302,45827043,27.0,2,,5.0,96571,7.0,14217098,31942,45171143,780444,1.0,
Come and See Me (feat. Drake),Come and See Me (feat. Drake),PARTYNEXTDOOR,23/03/2016,USWB11600360,"3,436","23,3",609032900,"93,938",19349153,66.0,176053242,1338088,"29,28",6397249,38686929,45597343,27.0,7568,65.0,45.0,36409,19.0,,,87762940,2529532,1.0,
Myself,COSMIC,Bazzi,12/04/2018,USAT21801524,"3,443","23,3",279105227,"46,745",6489845,59.0,138981651,2563777,5018008,375872882,4596936089,21471340,16.0,625,,12.0,52562,3.0,37479569,28483,,2446779,0.0,
"BESAME (feat. Tiago PZK, Khea & Neo Pistea) - Remix","BESAME (feat. Tiago PZK, Khea & Neo Pistea) [Remix]",Bhavi,16/04/2024,BK4DA2410627,"3,444","23,3",66225764,"4,531",17931371,78.0,,,,,,,6.0,332,,4.0,286644,9.0,,,,103512,1.0,
LOCO,CRAZY IN LOVE,ITZY,24/09/2021,US5TA2100051,"3,451","23,3",259023338,"21,38",4116327,63.0,381462973,6675316,"134,789",161181653,909400567,140676480,13.0,1395,136.0,1.0,492,19.0,1484382,1278,,,0.0,
Life's A Mess (feat. Halsey),Life's A Mess (feat. Halsey),Juice WRLD,06/07/2020,USUG12002091,"3,442","23,3",319737440,"63,731",10636802,61.0,108796209,1558911,"8,422",1394175,11172071,436544,20.0,99,,9.0,94300,6.0,31215577,10159,28894710,375289,1.0,
Do I Wanna Know?,Do I Wanna Know?,Arctic Monkeys,01/01/2013,GBCEL1300332,"3,432","23,3",2188592950,"11,669",2167817,46.0,1719916219,10641718,,,,276011994,7.0,86851,,11.0,5205,9.0,,,,,0.0,
Cake By The Ocean - Cover,FOLIAGE PLANT selected by KIKO,epi records,16/02/2023,TCJPU2357716,"3,537","23,3",1614203949,1,,,,,,,,,,,,,,,,,,,1.0,
Bad Decisions (with BTS & Snoop Dogg),Bad Decisions (with BTS & Snoop Dogg),benny blanco,05/08/2022,USUM72210832,"3,449","23,3",259730016,"21,452",21180923,62.0,102357127,3788945,"168,727",98491449,597069529,3913529220,37.0,86708,51.0,17.0,489652,25.0,9835348,1046,,858779,0.0,
Drums (Feat. Kim Petras),Drums (Feat. Kim Petras),James Hype,06/10/2023,GBUM72308471,"3,434","23,3",48573000,"12,116",42703266,,10575780,"130,509",583,184636,7526758,49677185,26.0,49396,176.0,33.0,548530,17.0,424106,177,,773165,0.0,
El Avioncito,El Avioncito,Giblack,28/10/2021,ESA011561085,"3,447","23,3",11569095,"3,147","419,656",41.0,134929794,"751,052",2517500,382042979,5210740180,3330686,4.0,1816,,3.0,53234,,31084,610,,226882,0.0,
Handle On You,Handle On You,Parker McCollum,05/08/2022,USUM72211050,"3,439","23,3",103858433,"17,543",4890850,63.0,23571548,"127,913","5,71",2180810,32959012,349600,18.0,203279,31.0,2.0,87391,16.0,35876540,3647,,481957,0.0,
"Non, je ne regrette rien",Edith Piaf Essentials : The Greatest Hits of the Most Popular French Singer,FALSO,07/05/2024,FR6F32336520,"3,433","23,3",168750749,1,1,19.0,,,,,,,,,,,,,,,,,0.0,
Montagem - Pr Funk,Montagem - Pr Funk - Single,BARATO NATION,27/12/2023,IEWNY2348674,"3,867","23,2",332936854,6,22,,,,,,,,,,,,,,,,,,0.0,
Tunnel Vision,Tunnel Vision,Kodak Black,17/02/2017,USAT21700379,"3,477","23,2",654828389,"139,54",20919688,68.0,97450066,"884,775","122,425",10413135,86649600,949109,75.0,7257,15.0,19.0,55211,9.0,312321561,209828,,3010996,1.0,
White Tee (with NO1-NOAH),Life On Earth - EP,Summer Walker,10/07/2020,USUM72013570,"3,474","23,2",277094824,"75,966",16182804,63.0,118824965,1513533,"299,39",71831644,537618525,86473375,18.0,868,36.0,10.0,50742,,8138349,14923,13393881,3474234,1.0,
,- Single,TaitosmitH,26/03/2024,THG012400089,"3,462","23,2",2759335,248,"177,26",,40796081,"268,043",,,,,4.0,55,,,,,,,,17660,0.0,
I'm Not The Only One,I'm Not The Only One,Sam Smith,11/09/2014,GBUM71404663,"3,458","23,2",93040974,"10,52",1711940,16.0,1663836563,6794854,,,,1467134947,4.0,82591,,6.0,434,,68684032,22433,,,0.0,
,,Â ,05/10/2023,THSOH2308099,"3,455","23,2","3,872",5,3,,,,"917,8",4413567,135542729,,,,,,,,,,,146,0.0,
Too Easy,Too Easy,Gunna,24/09/2021,QMCE32100757,"3,452","23,2",133039977,"69,577",7803085,54.0,21842375,"250,732","33,573",29171201,241202185,27878588,17.0,19365,401.0,3.0,7731,9.0,15478634,3139,13914231,216542,1.0,
Walking On A Dream,Walking On A Dream,Empire Of The Sun,01/01/2008,AUEI10800039,"3,476","23,2",923637058,"248,136",72561268,74.0,326484288,2513872,"729,463",158541861,1346152082,31766857,180.0,62766,111.0,88.0,480807,62.0,366981662,229532,,9554869,0.0,
Take Two,Take Two,BTS,09/06/2023,USA2P2323050,"3,461","23,2",259288333,"9,472",17478821,69.0,40948018,2324228,"432,5",93022348,503776050,,36.0,10787,4.0,9.0,91422,18.0,1416625,486,,320367,0.0,
Water (Remix),Water (Remix) - Single,Tyla,17/11/2023,USSM12308549,"3,473","23,2",51588608,"14,616",7031379,,,,"28,2",1366281,18843138,,28.0,23379,,11.0,41131,12.0,2832393,1084,346063,274717,0.0,
You Know You Like It,You Know You Like It,DJ Snake,14/10/2014,USUM71414293,"3,465","23,2",506083686,"88,997",19591325,65.0,191257884,1917299,"22,248",8081963,53859932,17749865,105.0,20173,45.0,38.0,196761,16.0,359711385,126499,51994371,14034296,0.0,
Bom Diggy,Bom Diggy - Single,Zack Knight,24/08/2017,QM6P41715585,"3,464","23,2",55362558,"9,861",2598056,46.0,1292844409,5695565,"75,62",3354781,45939694,158638266,3.0,495,,1.0,861,,,,,480815,0.0,
Mati-Matian,Mati-Matian - Single,Mahalini,29/03/2024,QZZNV2400046,"3,472","23,2",52510463,992,9607115,76.0,27329009,"200,501",,,,,9.0,746,,,,,,,,12270,0.0,
Live Another Day,Phonkageddon,Kordhell,27/08/2021,QZMEM2171029,"3,47","23,2",283108875,"69,176",20246527,66.0,147447678,1916013,115,93038797,1067856594,56188,14.0,1,,3.0,91280,1.0,2893729,1198,,1365064,1.0,
Ana Ghaltan,Cigara,Bahaa Sultan,27/12/2021,EGA092200106,"3,468","23,2",8316794,"1,342","217,99",47.0,,,173,15714,307818,,,631,,1.0,2094,,,,46825425,8447,0.0,
Sexo Virtual,VICE VERSA,Rauw Alejandro,25/06/2021,USSD12100294,"3,46","23,2",293361823,"61,096",10057845,66.0,141862016,1051171,"678,5",156741590,1336043098,8383884,58.0,1054,,10.0,582123,2.0,7467616,1862,,717742,1.0,
Chasin' You,If I Know Me,Morgan Wallen,27/04/2018,QZ22S1800006,"3,466","23,2",609984789,"66,397",14589013,74.0,255780709,1101498,"91,6",18502723,142412314,400499073,43.0,162999,8.0,4.0,3383,12.0,231456245,81165,,1494580,0.0,
Clouds,Clouds - Single,BUNT.,12/01/2023,QZTBB2202743,"3,459","23,2",149986283,"48,038",50298372,63.0,9500978,"157,127",369,686653,13195696,5469007,31.0,11060,185.0,40.0,658774,11.0,2277841,391,,668816,0.0,
Let Your Boys Be Country,Let Your Boys Be Country,Jason Aldean,25/08/2023,QMRSZ2301462,"3,456","23,2",21485335,"4,032",1727967,1.0,5878965,"68,296","7,812",786980,9858141,151380225,9.0,85293,8.0,,,11.0,28859182,1470,242451,92321,0.0,
Spin You Around (1/24),Spin You Around (1/24),Morgan Wallen,26/01/2024,USUG12400786,"3,453","23,2",77564567,"7,109",6908240,,,,,,,,23.0,4805,,8.0,1666518,15.0,18934813,5191,156552,115609,0.0,
Solo Me Dejaste,Solo Me Dejaste,Grupo Marca Registrada,08/07/2022,USDXS2202170,"3,454","23,2",175374235,"19,506",8147122,66.0,236220298,1251377,"32,8",18078777,146435027,,4.0,104,,,,,12750592,2203,,460868,0.0,
Like I'm Gonna Lose You (feat. John Legend),Title (Deluxe),Meghan Trainor,09/01/2015,USSM11408374,"3,457","23,2",1060255231,"88,246",45330466,71.0,950074212,5331921,"639,78",19939783,196304893,200462207,117.0,54682,32.0,183.0,224787,23.0,,,,8460234,0.0,
"Don't Give Up On Me - (From ""Five Feet Apart"")","Don't Give Up On Me (From ""Five Feet Apart"")",Andy Grammer,13/02/2019,QMRSZ1802908,"3,463","23,2",509011250,"72,182",9700882,67.0,220773540,2241242,"195,726",94397647,685543612,40401043,31.0,9535,,2.0,16182,1.0,127404246,79212,12271237,3377256,0.0,
Jingle Bell Rock,"Essential Classics, Vol. 141: Bobby Helms",Bobby Helms,03/11/2023,ES31E2304202,"3,478","23,1",964357785,2,"21,523",,,,,,,,,,,,,,,,,,0.0,
Talk Dirty (feat. 2 Chainz),VTM Kzoom Hits Best Of 2013,Jason Derulo,01/01/2013,USWB11302648,"3,489","23,1",718634962,"116,033",31380421,65.0,88651556,"872,188","220,691",63662766,429272415,30042463,64.0,49011,625.0,42.0,160808,11.0,524355500,700893,,14696611,1.0,
Nail Tech,Nail Tech,Jack Harlow,18/02/2022,USAT22200223,"3,497","23,1",224376030,"65,837",16010323,56.0,67524036,"880,646","28,152",15485348,205572867,491741705,28.0,28104,103.0,17.0,45115,9.0,10975482,3861,,581658,1.0,
Lahore,Kultural Inkursions,Guru Randhawa,27/07/2018,TCADS1892866,"3,496","23,1","77,999",96,"7,682",,1174983850,6804449,,433,6457,166548749,,,,,,,,,,,0.0,
The Summoning,The Summoning - Single,Sleep Token,06/01/2023,GBUM72200352,"3,484","23,1",135976140,"41,454",4335379,69.0,37952419,"465,94","3,074",1344946,14785534,6852259,22.0,3782,3.0,1.0,1382,2.0,2998363,3325,861468,390413,0.0,
Feel It Still,Woodstock,Portugal. The Man,15/06/2017,USAT21700438,"3,492","23,1",1303018999,239,"18,02",26.0,,,,,,,309.0,,,,,4.0,677785992,228376,,21207408,0.0,
TROLLZ (with Nicki Minaj),TROLLZ (with Nicki Minaj),6ix9ine,12/06/2020,QZA742002508,"3,481","23,1",169376113,"37,282",5544584,2.0,485978356,7474199,"481,594",84039891,728033853,309404629,12.0,5773,,5.0,22966,,4875023,8123,,1192023,1.0,
Cover Me Up,Cover Me Up,Morgan Wallen,05/04/2019,QZ22S1800057,"3,499","23,1",457252350,"58,811",6992809,70.0,284333103,1250573,"152,118",25018657,226942604,162713583,14.0,946,,2.0,3288,7.0,189236636,95208,5855288,821584,0.0,
Un Verano Sin Ti,Un Verano Sin Ti,Bad Bunny,06/05/2022,QM6MZ2214895,"3,495","23,1",360149048,"49,439",8856237,69.0,94595491,"955,663",32,21771827,154135701,31810445,11.0,681,,,,2.0,14011928,17893,,290721,0.0,
Mi Morenita,Mi Morenita - Single,Grupo Marca Registrada,24/05/2024,USA2P2432334,"3,494","23,1",8104357,456,36732009,68.0,9180171,"67,291",,,,,3.0,,,1.0,33919,,,,,23137,0.0,
Get A Guitar,Get A Guitar,RIIZE,04/09/2023,KRA302300278,"3,485","23,1",67887030,"5,721",6337730,,106807094,1208052,"32,698",61647208,430468374,617159135,7.0,1289,,3.0,229974,10.0,49008,152,,170700,0.0,
Heat,Heat (feat. Gunna),Gunna,20/06/2019,USRC11901581,"3,486","23,1",174090982,"34,958",4874126,55.0,353442033,2306325,"47,184",2178301,26278533,58837438,31.0,117118,1.0,9.0,76742,12.0,227151889,70080,,2095650,1.0,
Birds In The Sky,Birds In The Sky - Single,New Era,08/12/2023,GBAHT2301496,"3,48","23,1",21664308,"2,953",13358420,,,,,,,,22.0,7422,,14.0,2501861,31.0,,,7548568,126086,0.0,
I Was Never There,"My Dear Melancholy,",The Weeknd,29/03/2018,USUG11800570,"3,488","23,1",995463505,"139,596",44549966,78.0,283348553,3003483,"32,188",23839570,175752903,4107073,28.0,283,,20.0,255988,,18564718,7254,,3364449,0.0,
How You Feel (Ft. Leven Kali),How You Feel (Ft. Leven Kali),ANOTR,19/04/2024,USZXT2454115,"3,49","23,1",9591249,"4,565",35057668,,"339,265","6,058",,,,,16.0,3654,3.0,19.0,345819,36.0,4695,19,226016,80244,0.0,
Hang Tight Honey,Hang Tight Honey,Lainey Wilson,13/05/2024,QMRSZ2400819,"3,482","23,1",2378738,544,2536543,,"261,611","5,555",,,,,12.0,11504,3.0,2.0,251953,37.0,2043207,278,,31828,0.0,
Bar,Bar,TINI,11/11/2021,USHR12142718,"3,487","23,1",231155441,"33,491",8783650,54.0,314218837,1831905,155,4004,72618,55444647,22.0,6476,297.0,11.0,86670,11.0,142174,205,,313366,0.0,
Case,Ghost,Diljit Dosanjh,29/09/2023,TCAHK2379738,"3,479","23,1",48353674,"7,078",4725307,,97635698,"720,82",,357879,5805614,30508935,8.0,369,,,,7.0,66498,64,,69548,0.0,
Apa Fer Milaange,Apa Fer Milaange,Savi Kahlon,15/12/2023,INC622212231,"3,491","23,1",29171226,"1,511",3365447,,84972873,1156897,,,,182268973,1.0,,,,,8.0,,,,,0.0,
Socadona (feat. Mr. Vegas),Socadona (feat. Mr. Vegas),LUDMILLA,18/11/2021,BRWMB2100422,"3,493","23,1",74338196,"12,229",3938315,45.0,85204123,"792,21",2417878,167650207,2134165382,428427646,18.0,2717,2.0,33.0,156530,9.0,183,,,203455,0.0,
As It Was,As It Was - Single,Hundreds,24/03/2023,DETO32300012,"3,483","23,1","479,006",111,"76,454",30.0,236027939,2149041,,,,7225289,1.0,161,,1.0,2451,,,,,,0.0,
Humpty Dumpty,60 Nursery Rhyme Songs,Nursery Rhymes,18/02/2014,TCABX1403338,"3,524",23,,342,"115,537",1.0,2049579300,2525179,,,,162444563,,,,,,,,,,,0.0,
Sial,fï¿½ï¿½,Mahalini,23/01/2023,FR10S2380774,"3,525",23,324327622,"13,022",4228094,75.0,97061421,"500,989","449,308",131329737,1614389086,45212529,8.0,5387,,,,,,,,97349,0.0,
Pelele,Pelele,Morad,24/12/2021,QMFMF2131945,"3,508",23,153262121,"62,043",3300200,64.0,105229861,"923,515","360,974",61225741,777095126,95438,11.0,4605,18.0,2.0,26431,5.0,6486,,,631030,0.0,
"Ishq Jaisa Kuch (From ""Fighter"")","Ishq Jaisa Kuch (From ""Fighter"")",Vishal-Shekhar,22/12/2023,INS182303704,"3,519",23,26192177,"1,252",1466065,,83675431,"568,393",,,,331489524,6.0,799,,,,13.0,,,,53388,0.0,
CAROLINA,FALSO,KAROL G,24/02/2023,USUM72222553,"3,517",23,89487508,"7,595",3622886,66.0,64767621,"301,091","896,706",29472860,466245707,1327214,5.0,310,,1.0,238980,8.0,6070386,1591,,186834,0.0,
Krippy Kush,Krippy Kush,Farruko,04/08/2017,USSD11700349,"3,5",23,261207310,"29,638",8623457,56.0,1008664592,6613034,"236,451",36410655,251282695,158479261,31.0,2716,16.0,21.0,221739,22.0,71133130,53108,,1577890,1.0,
Do It,VULTURES 1,Kanye West,09/02/2024,QZ7XS2400007,"3,503",23,58509914,"11,523",11610664,,"971,307","26,74",,7537500,62692000,,3.0,2925,,,,,,,,92765,1.0,
Mtg Quero Te Encontrar,Mtg Quero Te Encontrar,DJ LG PROD,23/02/2024,USLZJ2475867,"3,518",23,95980260,"6,191",39878495,79.0,16013821,"177,114",,,,1136738,7.0,,,29.0,15563020,18.0,,,,24463,0.0,
Umbrella (with 21 Savage & Young Nudy),HEROES & VILLAINS,Metro Boomin,02/12/2022,USUG12208786,"3,521",23,134971918,"58,239",5643840,64.0,8374578,"77,621","5,871",5401097,34056492,,5.0,248,10.0,,,5.0,2207651,597,,,1.0,
Cuaderno,Climaxxx,Dalex,10/05/2019,QM9WM1900130,"3,511",23,415170963,"57,071",15542644,63.0,618739499,3018799,"106,464",10874942,72178937,27037557,54.0,2681,,6.0,35291,4.0,8770761,3632,,882993,1.0,
Leja Re,Leja Re,Dhvani Bhanushali,24/11/2018,INS181802759,"3,504",23,64612903,"7,444",1576312,55.0,1035234284,6201188,,1418,8550,95977596,7.0,225,,,,2.0,,,,136790,0.0,
Pï¿½ï¿½i,Pï¿½ï¿½i naa - Si,Babasha,01/06/2024,ROGRA2400380,"3,522",23,"881,858",75,"194,541",53.0,7429733,"106,911",,,,,1.0,,,1.0,128640,,,,,11206,0.0,
Paro - Speed Up,Paro (Speed Up),Nej,20/05/2021,FRX282231651,"3,512",23,92866817,"20,834",6538674,53.0,"510,081","8,586",3196641,483475908,6637149421,,3.0,3,,,,,,,,1728511,1.0,
"Burn, Burn, Burn","Burn, Burn, Burn",Zach Bryan,08/09/2022,USWB12205041,"3,501",23,261905370,"42,715",5866774,75.0,23316855,"136,558","12,98",2406657,16825671,19844,14.0,45,,2.0,9767,16.0,20283919,8607,4272052,345080,0.0,
Girl,Easy Money Baby,Myke Towers,24/01/2020,QM4TW2040254,"3,523",23,358885100,"66,574",10919097,70.0,386760006,2110339,"256,873",40681006,384081312,20323581,35.0,8648,,4.0,47015,8.0,12496355,6427,,921816,1.0,
Saving Up,Saving Up,Dom Dolla,06/10/2023,USQX92305379,"3,516",23,68053989,"21,585",55905413,,1482245,"22,209","7,007",3086204,48264636,1223,34.0,273,145.0,30.0,606241,22.0,375025,411,1458301,337132,0.0,
The Way Life Goes (feat. Oh Wonder),Luv Is Rage 2,Lil Uzi Vert,25/08/2017,USAT21703429,"3,505",23,973400151,"172,881",24951320,74.0,320288878,2792426,"101,201",14078490,83669477,26594177,2.0,487,17.0,,,1.0,,,,,1.0,
Headshot (feat. Polo G & Fivio Foreign),Headshot,Lil Tjay,19/03/2021,USSM12101091,"3,502",23,331506695,"116,321",15413876,65.0,22151531,"381,423","24,736",13454627,89324319,3032466,38.0,4038,,7.0,224129,3.0,9501580,5239,,363790,1.0,
"Gali Gali (From ""Kgf Chapter 1"")","Gali Gali (From ""Kgf Chapter 1"")",Neha Kakkar,13/12/2018,INS181802942,"3,515",23,74027513,"5,648",3808001,59.0,1014261335,4638798,,,,105077396,1.0,1310,,,,2.0,,,,168398,0.0,
LLYLM,LLYLM,ROSALIA,27/01/2023,USSM12300114,"3,513",23,163400564,"25,38",8516973,60.0,37506561,"368,51","14,073",8297832,107127704,58633125,75.0,70787,9.0,36.0,410250,33.0,773952,,,1343247,0.0,
Levels,Levels (feat. Sunny Malton),Sidhu Moose Wala,25/05/2022,INU252204222,"3,51",23,146988095,"16,234",2550626,59.0,262992730,4331524,"274,492",4894124,69189680,826816,8.0,259,,,,3.0,99964,,,366308,1.0,
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) - Boaz van de Beatz remix","Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) [Boaz van de Beatz remix]",Boaz van de Beatz,05/06/2015,GB28K1500038,"3,506",23,24407534,"2,389","473,657",29.0,1753379058,9702237,,,,297504743,,,,,,,,,,,0.0,
If You're Happy and You Know It (Clap Your Hands),Circle Time Singalong,CoComelon,10/06/2022,UKP3G2004606,"3,514",23,"433,037",120,"15,324",20.0,386932138,"889,91",,,,34561,4.0,1,,,,,418696,737,,,0.0,
La player (Bandolera),La Player (Bandolera),Zion & Lennox,23/02/2018,USWL11700273,"3,52",23,603009543,"60,339",19082403,65.0,752863338,1897331,"25,591",2655600,33166882,107154352,33.0,13214,19.0,32.0,555813,42.0,45328272,9771,386024,1628610,0.0,
ART,TYLA,Tyla,01/03/2024,USSM12308662,"3,507",23,46863836,"3,984",25998283,,17633827,"366,176",,164042,2574072,135441443,45.0,5608,16.0,32.0,505601,69.0,2186273,832,,221323,0.0,
Let's Love,Let's Love,Sia,11/09/2020,UKWLH2000001,"3,509",23,222571023,"44,252",11141387,57.0,68547283,"647,482","851,69",20613081,221346418,13295182,102.0,229947,,73.0,896662,22.0,1541516,605,,5019153,0.0,
DASH,Fe3O4: BREAK,NMIXX,15/01/2024,US5TA2300179,"3,53","22,9",40620097,"2,87",8114713,11.0,59080794,"673,001",,211047,1553400,564484545,7.0,940,18.0,6.0,193205,15.0,82843,88,,47823,0.0,
On My Mind,On My Mind,Diplo,13/12/2019,USZ4V1900134,"3,526","22,9",287897439,"146,593",20526230,60.0,68649223,"853,541","175,051",126561681,855075576,11842376,74.0,27171,113.0,42.0,165991,21.0,7837045,6109,,1261710,0.0,
Vampiro,Vampiro,FALSO,29/03/2022,BXW922100034,"3,527","22,9",250112783,"37,79",7871652,67.0,207570990,2206717,"77,011",12026795,81406851,27177813,18.0,250,,29.0,251363,5.0,,,,124505,0.0,
Another Late Night (feat. Lil Yachty),For All The Dogs,Drake,06/10/2023,USUG12306086,"3,535","22,9",61355849,"24,182",4216247,,11131343,"254,05","5,211",1366663,16120565,191669953,2.0,276,31.0,,,,636999,476,,141072,1.0,
Fire - Official UEFA EURO 2024 Song,Fire (Official UEFA EURO 2024 Song),MEDUZA,10/05/2024,GBUM72402016,"3,542","22,9",10114922,"1,567",19516267,74.0,,,,,,,38.0,7781,,39.0,1549640,93.0,317663,14,33779,97199,0.0,
Delincuente,Delincuente,Tokischa,19/08/2022,RDRAY2200003,"3,541","22,9",190095480,"35,863",12100534,68.0,83772680,"753,857","358,618",88295849,801557207,65010,17.0,256,,4.0,69817,,2203900,2615,,1258357,1.0,
